application_id,company_name,sector,requested_limit_cr,gstr_1_sales_cr,bank_inflows_cr,dscr,current_ratio,debt_to_equity,gst_vs_bank_variance,circular_trading_risk_score,litigation_count,promoter_sentiment,sector_risk_score,due_diligence_score,final_score,decision,actual_default,timestamp
SYN-2024-00000,Modern Manufacturing,Industrial Manufacturing,104.84,174.57,167.09,1.65,1.74,1.52,4.28,4.68,0,POSITIVE,11.74,3.54,100.0,APPROVE,0,2025-03-26T16:56:05.472454
SYN-2027-00316,United Technologies,Pharmaceuticals,111.9,177.75,175.4,1.36,1.74,1.16,1.32,2.54,0,POSITIVE,36.43,1.06,100.0,APPROVE,0,2025-12-28T16:56:05.518796
SYN-2031-00706,Sterling Industries,Pharmaceuticals,69.82,98.29,96.78,1.98,2.15,1.68,1.54,17.05,0,POSITIVE,12.02,3.07,100.0,APPROVE,0,2025-06-21T16:56:05.566419
SYN-2029-00547,Modern Enterprises,Chemicals,65.29,113.38,108.61,0.78,1.18,2.38,4.21,58.43,1,NEUTRAL,52.93,-3.22,17.41,REJECT,1,2025-07-03T16:56:05.553988
SYN-2032-00872,Royal Systems,Automotive Parts,42.33,95.61,103.28,0.39,1.13,2.15,8.02,58.78,3,NEGATIVE,62.16,-3.51,0.0,REJECT,1,2025-06-03T16:56:05.582183
SYN-2029-00532,Apex Systems,Textiles,28.46,81.41,83.8,1.43,2.05,1.22,2.94,18.95,0,POSITIVE,13.88,3.11,100.0,APPROVE,0,2025-06-01T16:56:05.552632
SYN-2028-00477,Global Technologies,IT Services,59.69,75.18,73.85,1.8,1.52,0.43,1.76,4.99,0,POSITIVE,38.2,2.43,100.0,APPROVE,0,2025-06-13T16:56:05.548744
SYN-2028-00404,Elite Corporation,Food Processing,53.43,77.42,67.52,0.78,0.73,4.18,12.78,52.61,3,POSITIVE,41.01,-2.18,0.0,REJECT,0,2025-10-15T16:56:05.539115
SYN-2025-00172,Universal Solutions,Textiles,79.56,124.66,121.82,1.33,2.82,0.92,2.28,17.4,0,NEUTRAL,26.82,4.02,100.0,APPROVE,0,2025-04-20T16:56:05.495998
SYN-2025-00125,Modern Group,Construction,13.6,31.26,32.09,1.4,2.63,1.39,2.65,17.56,0,POSITIVE,16.18,0.29,100.0,APPROVE,0,2026-01-12T16:56:05.490150
SYN-2027-00394,Universal Industries,Pharmaceuticals,35.86,93.95,89.83,1.54,1.55,1.27,4.38,6.8,0,POSITIVE,12.4,0.92,100.0,APPROVE,0,2025-09-06T16:56:05.536265
SYN-2028-00420,Supreme Group,Renewable Energy,84.24,171.33,174.94,1.16,2.13,1.17,2.11,1.61,0,POSITIVE,24.26,0.84,100.0,APPROVE,0,2025-05-16T16:56:05.541814
SYN-2029-00552,Crown Solutions,Chemicals,87.58,153.7,156.99,1.68,2.05,0.24,2.14,4.54,0,NEUTRAL,21.28,0.39,100.0,APPROVE,0,2025-07-04T16:56:05.554383
SYN-2033-00903,Royal Industries,Pharmaceuticals,3.85,12.68,13.9,0.95,1.33,2.77,9.69,95.67,1,NEUTRAL,60.13,-3.8,0.0,REJECT,1,2025-03-22T16:56:05.584918
SYN-2024-00090,Elite Technologies,Textiles,10.67,16.45,16.07,1.48,1.14,1.41,2.31,5.42,0,NEUTRAL,37.46,1.49,90.55,APPROVE,0,2025-05-18T16:56:05.486185
SYN-2033-00939,Elite Solutions,Automotive Parts,13.05,25.62,25.76,1.69,2.06,0.81,0.53,28.14,0,POSITIVE,30.93,2.8,100.0,APPROVE,0,2025-08-03T16:56:05.589851
SYN-2025-00181,Crown Enterprises,Renewable Energy,117.64,194.68,202.93,0.49,0.94,3.14,4.24,51.89,2,NEGATIVE,58.56,-3.25,0.0,REJECT,0,2025-04-06T16:56:05.497034
SYN-2026-00274,Modern Enterprises,Renewable Energy,24.25,60.21,66.9,0.75,0.82,3.21,11.11,65.36,1,NEGATIVE,55.9,-2.58,0.0,REJECT,1,2025-11-13T16:56:05.512083
SYN-2032-00895,Modern Enterprises,Industrial Manufacturing,143.46,199.91,191.51,1.7,1.64,2.0,4.2,15.96,0,POSITIVE,23.35,4.47,100.0,APPROVE,0,2026-01-24T16:56:05.584174
SYN-2024-00069,National Systems,Industrial Manufacturing,85.28,131.82,143.86,0.75,0.81,2.14,9.13,53.76,3,NEGATIVE,68.8,-2.29,0.0,REJECT,1,2025-07-11T16:56:05.483749
SYN-2026-00291,Apex Solutions,Textiles,75.43,179.26,193.9,1.0,1.38,1.5,8.16,45.01,1,NEGATIVE,46.63,-3.23,12.89,REJECT,0,2025-11-27T16:56:05.515132
SYN-2025-00131,Royal Corporation,Chemicals,108.21,154.83,149.5,1.98,1.98,1.08,3.45,9.81,0,POSITIVE,34.24,2.18,100.0,APPROVE,0,2025-07-04T16:56:05.490698
SYN-2027-00300,Prime Solutions,Pharmaceuticals,15.46,22.63,20.82,0.93,0.76,2.34,7.98,88.27,3,NEGATIVE,61.94,-2.08,0.0,REJECT,1,2025-04-09T16:56:05.516747
SYN-2028-00424,Modern Enterprises,Retail,97.94,177.18,177.14,1.63,1.82,0.48,0.03,10.32,0,POSITIVE,23.22,2.54,100.0,APPROVE,0,2025-11-30T16:56:05.542378
SYN-2027-00326,Elite Solutions,Automotive Parts,25.77,62.94,60.11,0.86,0.65,3.68,4.5,48.47,2,NEGATIVE,47.41,-4.09,0.0,REJECT,0,2026-02-23T16:56:05.520876
SYN-2025-00144,Universal Enterprises,IT Services,79.26,148.82,148.55,0.9,1.95,1.81,0.19,29.82,0,POSITIVE,26.73,0.3,84.9,APPROVE,0,2025-11-06T16:56:05.493274
SYN-2028-00423,Crown Manufacturing,Renewable Energy,31.3,84.69,85.32,1.82,2.38,0.74,0.74,28.26,0,NEUTRAL,33.27,0.05,100.0,APPROVE,0,2025-07-30T16:56:05.542278
SYN-2029-00580,Global Technologies,Chemicals,82.73,114.82,121.12,1.53,1.37,1.68,5.49,29.06,0,POSITIVE,11.91,4.98,100.0,APPROVE,0,2025-05-23T16:56:05.557737
SYN-2025-00135,Supreme Industries,Retail,15.89,29.27,28.71,1.73,1.91,1.25,1.91,1.81,0,POSITIVE,20.55,1.28,100.0,APPROVE,0,2025-04-16T16:56:05.491713
SYN-2028-00450,Modern Enterprises,Retail,123.08,156.25,159.78,1.79,1.98,0.61,2.26,21.84,0,POSITIVE,31.94,2.87,100.0,APPROVE,0,2025-03-09T16:56:05.546216
SYN-2025-00164,Apex Solutions,Food Processing,20.11,55.73,55.2,1.39,1.46,0.68,0.95,13.18,0,POSITIVE,38.29,0.99,100.0,APPROVE,0,2025-11-19T16:56:05.495230
SYN-2024-00028,Supreme Manufacturing,Industrial Manufacturing,49.12,63.19,62.54,1.14,1.67,0.96,1.02,16.48,0,POSITIVE,29.81,3.69,100.0,APPROVE,0,2025-11-06T16:56:05.476407
SYN-2031-00773,Imperial Manufacturing,Chemicals,5.92,11.81,12.93,0.41,0.38,2.78,9.48,70.78,2,NEUTRAL,73.89,-0.46,0.0,REJECT,0,2025-06-06T16:56:05.573082
SYN-2025-00193,National Industries,Food Processing,90.99,169.88,167.3,1.38,1.43,2.01,1.52,19.53,0,POSITIVE,20.57,4.9,100.0,APPROVE,0,2026-02-21T16:56:05.498914
SYN-2027-00388,Apex Solutions,Chemicals,41.92,123.18,124.16,1.76,1.86,0.41,0.8,4.3,0,NEUTRAL,22.98,4.7,100.0,APPROVE,0,2026-01-23T16:56:05.535851
SYN-2032-00852,Crown Corporation,Textiles,37.44,49.33,48.2,1.47,2.49,0.1,2.29,13.95,0,POSITIVE,36.52,4.08,100.0,APPROVE,0,2025-03-17T16:56:05.580387
SYN-2025-00169,Supreme Corporation,IT Services,21.84,45.72,47.04,1.44,1.46,0.91,2.88,16.65,0,POSITIVE,28.48,3.92,100.0,APPROVE,0,2025-06-12T16:56:05.495691
SYN-2031-00705,Classic Solutions,Retail,66.94,176.55,180.43,1.45,1.98,0.76,2.2,6.01,0,POSITIVE,16.19,2.28,100.0,APPROVE,0,2025-04-15T16:56:05.566357
SYN-2025-00140,Imperial Corporation,IT Services,8.79,28.19,28.88,1.25,2.66,0.61,2.46,22.11,0,POSITIVE,16.5,3.21,100.0,APPROVE,0,2025-10-17T16:56:05.492622
SYN-2025-00173,Supreme Systems,Retail,100.3,144.46,147.34,1.73,1.58,0.79,1.99,1.76,0,POSITIVE,33.55,2.59,100.0,APPROVE,0,2025-04-20T16:56:05.496083
SYN-2024-00006,Modern Solutions,Construction,23.42,32.02,30.93,1.3,2.04,1.72,3.4,23.14,0,NEUTRAL,20.75,3.12,93.1,APPROVE,0,2025-07-18T16:56:05.473224
SYN-2031-00745,Apex Systems,Pharmaceuticals,43.11,72.58,73.95,0.69,1.94,1.03,1.89,10.07,1,POSITIVE,36.21,4.24,81.08,APPROVE,1,2026-02-16T16:56:05.569574
SYN-2028-00478,Sterling Corporation,Food Processing,9.73,14.15,15.07,1.16,1.0,2.72,6.47,56.91,1,POSITIVE,41.57,-4.33,32.66,REJECT,1,2025-03-20T16:56:05.548810
SYN-2024-00073,Apex Industries,Renewable Energy,39.55,95.92,88.04,0.6,0.6,3.16,8.22,60.78,1,POSITIVE,69.5,-2.74,0.0,REJECT,1,2025-11-01T16:56:05.484477
SYN-2033-00910,Modern Technologies,Renewable Energy,100.69,127.34,123.56,1.38,2.25,2.0,2.97,7.24,0,POSITIVE,39.16,1.69,100.0,APPROVE,0,2025-04-09T16:56:05.585511
SYN-2032-00813,Modern Manufacturing,Chemicals,76.76,108.18,110.27,1.37,1.46,0.96,1.93,11.92,0,POSITIVE,38.59,2.74,100.0,APPROVE,0,2026-01-08T16:56:05.576518
SYN-2026-00238,National Corporation,Renewable Energy,42.91,132.39,129.35,1.79,2.29,1.24,2.3,8.94,0,POSITIVE,33.45,1.8,100.0,APPROVE,0,2025-06-20T16:56:05.504407
SYN-2025-00145,Prime Corporation,Industrial Manufacturing,64.8,95.57,100.58,0.91,1.12,2.93,5.24,52.06,2,POSITIVE,43.87,-3.26,17.47,REJECT,1,2026-02-03T16:56:05.493368
SYN-2031-00792,Elite Solutions,Automotive Parts,127.69,198.48,199.25,1.51,1.35,1.17,0.39,22.91,0,NEUTRAL,24.42,4.21,100.0,APPROVE,0,2026-01-09T16:56:05.574527
SYN-2026-00234,National Systems,Pharmaceuticals,21.78,35.43,33.13,1.01,1.93,2.81,6.47,56.28,2,NEUTRAL,51.37,-4.73,11.17,REJECT,0,2025-05-06T16:56:05.504035
SYN-2026-00220,Premier Manufacturing,IT Services,112.08,193.62,205.5,0.44,0.94,1.87,6.14,43.46,1,NEGATIVE,50.81,-3.26,0.0,REJECT,1,2025-08-10T16:56:05.502262
SYN-2033-00923,United Enterprises,Chemicals,35.63,62.17,54.71,0.78,1.44,2.79,12.0,86.39,1,NEUTRAL,73.26,-3.93,0.0,REJECT,1,2025-09-15T16:56:05.587163
SYN-2029-00500,Sterling Systems,Pharmaceuticals,102.59,167.36,175.83,1.8,2.06,0.1,5.06,3.2,0,POSITIVE,36.04,0.38,100.0,APPROVE,1,2025-04-17T16:56:05.550297
SYN-2025-00132,Royal Technologies,Renewable Energy,70.26,142.14,139.26,1.45,1.85,1.11,2.02,9.74,0,POSITIVE,21.89,2.24,100.0,APPROVE,0,2025-11-12T16:56:05.490788
SYN-2033-00990,Global Manufacturing,Renewable Energy,35.01,77.81,77.73,1.52,1.85,2.35,0.1,20.78,0,POSITIVE,36.36,1.07,99.64,APPROVE,0,2025-10-02T16:56:05.594597
SYN-2031-00774,Crown Corporation,Renewable Energy,106.44,145.69,141.87,1.59,2.47,0.14,2.62,15.62,0,POSITIVE,22.55,0.77,100.0,APPROVE,0,2025-09-14T16:56:05.573210
SYN-2025-00185,Sterling Solutions,Textiles,73.57,175.41,152.83,0.7,0.81,2.6,12.87,52.29,3,NEUTRAL,75.18,-2.74,0.0,REJECT,1,2025-06-04T16:56:05.497573
SYN-2024-00041,Global Group,Construction,35.97,81.23,76.74,0.8,1.01,2.76,5.52,84.76,2,NEUTRAL,78.49,-0.66,0.0,REJECT,1,2025-10-24T16:56:05.478805
SYN-2030-00696,Global Industries,Pharmaceuticals,98.78,130.43,127.65,1.52,2.1,0.63,2.13,0.02,0,POSITIVE,12.63,1.04,100.0,APPROVE,1,2025-12-22T16:56:05.565750
SYN-2025-00108,Sterling Technologies,Chemicals,65.57,87.77,91.98,0.93,1.07,3.98,4.79,63.86,1,NEUTRAL,79.36,-3.85,0.0,REJECT,0,2025-04-19T16:56:05.488453
SYN-2029-00588,Modern Systems,Retail,33.41,61.03,57.71,0.95,1.2,4.32,5.44,51.31,3,NEGATIVE,78.69,-4.57,0.0,REJECT,1,2025-08-29T16:56:05.558358
SYN-2024-00056,National Corporation,Automotive Parts,28.89,71.2,72.84,1.46,1.42,0.4,2.31,8.08,0,NEUTRAL,10.6,1.64,100.0,APPROVE,0,2025-12-11T16:56:05.481511
SYN-2028-00405,Apex Systems,Chemicals,15.2,35.3,32.15,0.98,0.78,3.6,8.94,84.1,2,NEGATIVE,59.53,-2.9,0.0,REJECT,1,2026-01-15T16:56:05.539358
SYN-2028-00442,Royal Corporation,Construction,36.86,101.93,101.1,1.28,1.72,0.97,0.82,2.69,0,NEUTRAL,10.18,1.54,100.0,APPROVE,0,2025-11-19T16:56:05.544900
SYN-2031-00757,Apex Technologies,IT Services,43.09,82.19,88.21,1.02,1.81,1.35,7.32,40.22,1,NEGATIVE,60.39,-0.1,23.98,REJECT,0,2025-06-08T16:56:05.571005
SYN-2033-00997,Modern Technologies,Chemicals,52.09,164.49,163.18,1.69,1.86,1.46,0.8,22.65,0,NEUTRAL,35.84,0.46,99.36,APPROVE,0,2025-04-25T16:56:05.595222
SYN-2024-00024,Universal Systems,Pharmaceuticals,36.2,74.22,76.97,1.65,3.34,1.49,3.7,21.06,0,NEUTRAL,36.7,0.47,100.0,APPROVE,0,2025-07-08T16:56:05.475263
SYN-2028-00467,Sterling Corporation,Industrial Manufacturing,8.65,16.54,16.38,1.38,1.68,1.52,0.95,12.77,0,NEUTRAL,10.63,4.08,100.0,APPROVE,1,2026-03-05T16:56:05.548115
SYN-2029-00539,United Systems,Automotive Parts,35.23,104.8,94.79,0.94,1.13,3.31,9.55,40.8,2,NEGATIVE,58.38,-1.58,0.0,REJECT,1,2025-09-02T16:56:05.553120
SYN-2029-00531,Universal Technologies,Retail,24.76,46.54,52.2,0.96,1.14,2.32,12.17,83.12,2,NEGATIVE,59.69,-3.77,0.0,REJECT,0,2025-04-03T16:56:05.552569
SYN-2030-00618,Premier Enterprises,Construction,75.96,98.44,108.91,0.69,0.94,1.89,10.63,86.03,1,NEGATIVE,52.87,-0.34,0.0,REJECT,0,2025-04-23T16:56:05.560380
SYN-2030-00694,Global Enterprises,Pharmaceuticals,33.35,79.68,72.54,0.53,1.5,3.74,8.96,72.24,3,NEGATIVE,41.34,-2.76,0.0,REJECT,1,2025-06-25T16:56:05.565626
SYN-2033-00926,Universal Technologies,Retail,61.95,101.24,102.23,1.36,1.05,0.62,0.97,29.38,0,NEGATIVE,37.67,4.15,72.44,CONDITIONAL_APPROVE,0,2025-12-13T16:56:05.587712
SYN-2027-00338,National Group,Textiles,103.38,152.72,148.93,1.6,1.34,1.24,2.49,7.4,0,POSITIVE,29.86,2.89,100.0,APPROVE,0,2025-06-30T16:56:05.529488
SYN-2024-00051,United Corporation,Food Processing,18.8,55.63,56.71,0.99,1.78,1.39,1.95,14.78,0,POSITIVE,29.0,0.64,91.04,APPROVE,0,2025-11-30T16:56:05.480514
SYN-2029-00507,Premier Enterprises,Chemicals,50.09,154.41,150.8,1.4,2.0,0.52,2.33,3.06,0,NEUTRAL,34.62,4.22,100.0,APPROVE,0,2025-05-24T16:56:05.550774
SYN-2029-00516,Universal Technologies,Textiles,13.15,37.33,33.16,0.93,1.08,1.55,11.17,51.3,1,NEGATIVE,43.72,-2.89,2.8,REJECT,0,2025-03-09T16:56:05.551535
SYN-2033-00920,Premier Corporation,Food Processing,34.01,48.98,50.03,1.31,1.52,0.55,2.13,9.16,0,NEUTRAL,14.79,0.84,100.0,APPROVE,0,2025-10-27T16:56:05.586616
SYN-2031-00781,Supreme Industries,Automotive Parts,11.37,37.33,36.83,1.05,1.8,1.11,1.35,4.31,0,NEUTRAL,26.01,4.04,97.05,APPROVE,0,2025-12-31T16:56:05.573738
SYN-2026-00264,Universal Enterprises,Food Processing,7.81,18.06,18.56,1.53,1.48,0.78,2.78,23.42,0,NEGATIVE,38.57,3.01,77.0,APPROVE,0,2025-04-14T16:56:05.510437
SYN-2032-00817,Royal Manufacturing,Pharmaceuticals,65.24,126.31,124.55,1.85,1.49,0.77,1.4,11.97,1,POSITIVE,16.78,0.36,100.0,APPROVE,0,2025-12-06T16:56:05.577256
SYN-2031-00710,Crown Industries,Chemicals,51.2,93.89,96.78,0.7,0.71,1.79,3.08,49.03,2,NEGATIVE,72.07,-0.76,0.0,REJECT,1,2026-02-26T16:56:05.566740
SYN-2030-00682,Crown Technologies,Food Processing,24.82,42.03,41.39,1.0,1.1,3.05,1.54,48.89,3,NEGATIVE,40.33,-1.43,0.0,REJECT,1,2026-02-02T16:56:05.564821
SYN-2032-00832,Royal Technologies,Pharmaceuticals,30.39,72.17,77.04,0.67,0.81,2.6,6.74,54.91,1,NEGATIVE,70.83,-4.15,0.0,REJECT,1,2026-01-22T16:56:05.578707
SYN-2029-00518,Prime Technologies,Automotive Parts,71.98,96.56,92.97,1.65,2.63,1.79,3.72,18.86,0,POSITIVE,11.17,2.85,100.0,APPROVE,0,2025-09-26T16:56:05.551656
SYN-2028-00447,Prime Systems,Textiles,51.35,130.6,131.37,1.33,1.75,2.03,0.59,13.51,0,POSITIVE,20.71,3.75,100.0,APPROVE,0,2025-10-26T16:56:05.545776
SYN-2024-00018,Apex Manufacturing,Renewable Energy,25.48,55.08,56.57,1.59,1.51,2.13,2.71,19.56,0,NEUTRAL,31.37,3.73,93.34,APPROVE,0,2025-11-04T16:56:05.474518
SYN-2031-00715,Elite Industries,Automotive Parts,22.52,36.77,36.77,1.38,0.92,1.89,0.02,27.04,0,POSITIVE,21.44,3.64,97.76,APPROVE,0,2025-06-12T16:56:05.567121
SYN-2028-00483,Global Industries,Industrial Manufacturing,63.61,112.26,110.83,1.51,2.02,2.13,1.28,21.99,1,NEUTRAL,18.63,2.03,86.07,APPROVE,0,2025-07-26T16:56:05.549153
SYN-2029-00568,National Corporation,Retail,26.85,61.19,56.09,0.51,0.69,3.6,8.35,61.71,2,NEGATIVE,66.83,-0.33,0.0,REJECT,1,2025-05-26T16:56:05.556550
SYN-2028-00433,Elite Enterprises,IT Services,47.28,130.63,130.32,1.45,1.67,0.68,0.24,4.93,0,POSITIVE,13.67,0.35,100.0,APPROVE,0,2025-11-29T16:56:05.543348
SYN-2027-00367,Royal Solutions,Automotive Parts,124.86,196.04,175.47,0.61,0.9,1.88,10.49,91.93,1,NEUTRAL,45.04,-0.77,1.34,REJECT,1,2026-03-01T16:56:05.534286
SYN-2024-00083,Royal Technologies,Renewable Energy,52.24,119.54,126.31,0.8,1.2,2.07,5.67,41.1,4,NEGATIVE,44.71,-2.23,0.0,REJECT,1,2025-06-16T16:56:05.485469
SYN-2024-00061,Premier Systems,Industrial Manufacturing,55.99,126.02,125.13,1.3,2.03,0.82,0.71,15.23,0,NEGATIVE,13.45,2.91,88.42,APPROVE,0,2025-07-13T16:56:05.482473
SYN-2030-00638,Sterling Manufacturing,Industrial Manufacturing,54.54,179.05,180.15,1.27,1.95,1.76,0.61,25.07,0,NEUTRAL,17.1,1.01,91.59,APPROVE,0,2025-03-13T16:56:05.561837
SYN-2026-00272,Apex Manufacturing,Automotive Parts,83.87,131.93,116.48,0.69,0.59,1.61,11.71,43.4,1,NEGATIVE,77.78,-1.84,0.0,REJECT,1,2025-04-11T16:56:05.511660
SYN-2026-00285,Global Systems,Renewable Energy,34.22,65.55,61.82,0.68,1.62,4.09,5.7,96.18,1,NEGATIVE,72.99,-4.89,0.0,REJECT,0,2025-08-26T16:56:05.513658
SYN-2027-00360,Classic Enterprises,Automotive Parts,64.94,186.78,169.2,0.78,0.92,2.85,9.41,53.46,1,NEUTRAL,72.69,-2.75,0.0,REJECT,0,2025-08-31T16:56:05.533538
SYN-2027-00354,Elite Enterprises,Retail,126.09,163.03,158.74,0.95,2.1,1.15,2.63,21.85,0,NEUTRAL,30.13,2.0,84.42,APPROVE,1,2025-04-21T16:56:05.532974
SYN-2028-00456,Premier Industries,Automotive Parts,70.09,135.08,136.67,1.57,0.97,1.48,1.18,5.57,0,POSITIVE,23.09,1.38,100.0,APPROVE,0,2026-02-17T16:56:05.546992
SYN-2026-00278,Classic Industries,Pharmaceuticals,30.5,58.09,55.91,1.62,1.27,1.72,3.75,12.24,0,POSITIVE,27.49,4.79,100.0,APPROVE,0,2026-02-07T16:56:05.512748
SYN-2024-00012,Crown Group,Renewable Energy,31.73,57.84,62.77,0.77,1.22,4.01,8.52,61.82,4,NEGATIVE,78.5,-3.5,0.0,REJECT,0,2026-02-11T16:56:05.473908
SYN-2025-00182,Classic Group,Textiles,49.19,147.33,152.82,1.28,1.48,1.3,3.72,15.7,0,NEGATIVE,35.8,3.54,68.29,CONDITIONAL_APPROVE,0,2025-04-12T16:56:05.497144
SYN-2027-00368,United Corporation,Textiles,42.72,62.43,70.27,1.04,0.75,3.83,12.57,80.95,2,NEGATIVE,57.16,-3.87,0.0,REJECT,0,2025-03-23T16:56:05.534351
SYN-2032-00881,United Enterprises,Industrial Manufacturing,54.82,84.63,86.34,1.45,2.38,1.28,2.02,11.97,0,POSITIVE,20.96,4.69,100.0,APPROVE,0,2025-08-04T16:56:05.582950
SYN-2030-00615,Prime Solutions,Industrial Manufacturing,141.02,186.98,189.35,1.91,1.19,0.53,1.27,17.97,0,POSITIVE,16.8,3.91,100.0,APPROVE,0,2025-12-14T16:56:05.560183
SYN-2026-00223,Imperial Manufacturing,Chemicals,136.38,176.65,188.7,1.02,1.13,2.75,6.83,47.49,3,NEUTRAL,51.03,-4.26,0.0,REJECT,1,2025-11-12T16:56:05.502656
SYN-2029-00572,Apex Manufacturing,Textiles,110.63,194.0,190.81,1.98,2.09,1.2,1.64,1.13,0,NEUTRAL,37.62,2.29,100.0,APPROVE,0,2025-11-14T16:56:05.556820
SYN-2033-00970,Sterling Systems,Renewable Energy,77.1,129.85,138.07,1.05,0.81,2.41,6.33,82.3,1,NEUTRAL,71.81,-3.23,5.71,REJECT,0,2025-08-07T16:56:05.592883
SYN-2030-00653,Apex Group,IT Services,9.92,25.06,25.33,1.37,2.49,0.82,1.09,20.1,0,NEGATIVE,34.18,1.93,84.89,APPROVE,0,2025-07-28T16:56:05.562880
SYN-2029-00545,Universal Systems,Textiles,74.62,103.16,113.83,0.93,1.11,0.64,10.35,90.89,2,NEUTRAL,58.88,-0.84,7.15,REJECT,0,2025-06-24T16:56:05.553733
SYN-2029-00582,Supreme Manufacturing,Construction,103.72,185.69,168.04,0.65,1.12,3.32,9.51,78.85,4,NEGATIVE,68.56,-4.41,0.0,REJECT,1,2025-11-10T16:56:05.557977
SYN-2030-00633,Elite Corporation,Renewable Energy,29.59,38.62,37.57,1.39,1.13,2.22,2.7,23.52,0,POSITIVE,29.38,1.92,88.69,APPROVE,0,2025-12-18T16:56:05.561441
SYN-2025-00176,Global Manufacturing,Retail,67.48,91.63,91.04,1.35,1.35,1.27,0.65,8.96,0,POSITIVE,17.78,4.21,100.0,APPROVE,0,2025-05-19T16:56:05.496513
SYN-2030-00665,Sterling Solutions,Chemicals,86.59,195.42,200.11,1.13,1.69,1.22,2.4,20.62,0,POSITIVE,12.84,2.12,100.0,APPROVE,0,2025-12-25T16:56:05.563636
SYN-2030-00673,Modern Enterprises,IT Services,81.14,133.65,129.54,0.82,1.66,1.09,3.07,11.2,0,POSITIVE,35.1,1.67,86.85,APPROVE,0,2025-05-18T16:56:05.564184
SYN-2029-00585,Supreme Corporation,Renewable Energy,133.73,183.88,169.24,0.94,0.89,2.28,7.96,45.09,3,NEGATIVE,70.86,-1.58,0.0,REJECT,1,2025-03-23T16:56:05.558171
SYN-2032-00873,United Industries,Industrial Manufacturing,47.73,114.88,111.75,1.83,1.65,1.17,2.72,11.8,0,NEUTRAL,22.81,3.72,100.0,APPROVE,0,2025-09-27T16:56:05.582268
SYN-2027-00393,Royal Solutions,Automotive Parts,75.49,128.87,118.94,0.89,1.5,2.92,7.71,72.47,2,NEUTRAL,48.82,-4.08,0.0,REJECT,0,2025-03-21T16:56:05.536193
SYN-2025-00163,United Group,IT Services,107.39,152.13,168.54,0.89,1.75,1.99,10.78,98.8,2,NEGATIVE,63.3,-1.72,0.0,REJECT,1,2025-10-01T16:56:05.495145
SYN-2026-00248,Sterling Technologies,Chemicals,59.37,138.08,150.15,1.06,1.27,1.61,8.74,88.67,2,NEGATIVE,55.53,-3.27,0.0,REJECT,1,2025-03-12T16:56:05.505219
SYN-2030-00634,Supreme Technologies,Construction,22.97,32.75,33.92,1.48,1.22,1.24,3.57,27.9,0,POSITIVE,24.71,1.23,97.55,APPROVE,0,2026-02-26T16:56:05.561539
SYN-2032-00885,Imperial Solutions,Construction,26.09,47.7,49.66,0.61,1.8,1.37,4.11,78.18,3,NEUTRAL,67.14,-1.04,0.0,REJECT,1,2025-04-22T16:56:05.583253
SYN-2030-00669,Elite Manufacturing,Renewable Energy,43.49,68.83,68.35,1.68,1.41,0.51,0.7,14.08,0,POSITIVE,13.02,3.33,100.0,APPROVE,0,2025-06-24T16:56:05.563904
SYN-2027-00375,Elite Technologies,Textiles,6.56,10.01,10.54,0.85,1.29,2.33,5.38,83.74,3,NEGATIVE,44.73,-3.22,0.0,REJECT,1,2026-01-06T16:56:05.534866
SYN-2028-00412,Imperial Corporation,IT Services,57.99,138.23,146.31,0.87,1.03,1.84,5.84,48.29,3,NEGATIVE,60.0,-1.21,0.0,REJECT,1,2025-09-16T16:56:05.540686
SYN-2024-00074,Sterling Industries,Retail,39.89,130.13,119.93,0.75,1.02,0.34,7.84,94.89,1,NEUTRAL,63.22,-1.68,14.91,REJECT,1,2025-11-16T16:56:05.484613
SYN-2025-00113,Imperial Systems,Textiles,37.27,108.37,111.96,1.5,1.34,1.95,3.32,16.79,0,POSITIVE,19.79,1.75,99.78,APPROVE,0,2025-06-02T16:56:05.488893
SYN-2029-00598,Universal Industries,Food Processing,59.65,173.21,167.45,0.99,1.1,2.02,3.32,93.92,3,NEUTRAL,67.43,-0.68,0.0,REJECT,1,2025-07-07T16:56:05.558961
SYN-2033-00961,Prime Solutions,Construction,21.76,28.85,29.54,1.46,2.2,0.67,2.39,0.1,0,POSITIVE,31.14,1.08,100.0,APPROVE,0,2025-11-25T16:56:05.592087
SYN-2027-00390,National Enterprises,Pharmaceuticals,59.28,190.6,206.57,0.89,0.34,3.05,8.38,80.34,2,NEGATIVE,72.39,-0.09,0.0,REJECT,1,2025-09-21T16:56:05.535991
SYN-2025-00104,United Group,Renewable Energy,88.18,112.84,96.49,0.53,1.32,3.02,14.49,86.79,1,NEUTRAL,70.44,-3.29,0.0,REJECT,0,2025-03-17T16:56:05.487940
SYN-2025-00114,National Systems,Renewable Energy,18.46,29.87,28.98,1.2,1.69,2.1,2.96,24.02,0,NEGATIVE,15.02,3.53,66.48,CONDITIONAL_APPROVE,0,2025-11-08T16:56:05.489020
SYN-2028-00417,Crown Systems,Textiles,109.05,141.16,150.63,0.85,1.16,3.13,6.71,91.43,3,POSITIVE,45.87,-1.59,0.0,REJECT,1,2025-12-12T16:56:05.541385
SYN-2029-00525,Global Enterprises,Chemicals,11.27,23.43,22.64,1.44,2.28,1.71,3.38,5.22,0,NEUTRAL,29.12,2.67,100.0,APPROVE,0,2025-11-18T16:56:05.552212
